List 1
20.     his FLOOR was SERIOUS and REALLY HAPPY
21.     the OCEAN SPILLED QUICKLY on EDUCATION
22.     the RESTAURANT SLEEPS the THREE HOLIDAYS
23.     the BEST GIRL LOST the SUN
24.     its HOPE PRACTICES until LATE PET
25.     the CLOSEST TEAM ATE BETTER  
List 9
1.        the FRIEND DESTROYED about COLORFUL HOUSES
2.        the BEST BUS is SOFTLY SMALL
3.        her ADULT STUDIED EARLY RAIN 
4.        his CHINESE PLANTS TELL LAZY 
5.        the BLACK UNCLE CALLED her CROWD
6.        she DANCED a VERY LONELY CAR
7.        their SAD POTATOES ATTRACT VACATION 
8.        the TINY CUSTOMERS FIRED for the HOURS
9.        the CHEAP WORKER is BAD but RICH
10.     her WAITER TASTED YESTERDAY on his ANIMAL
11.     the SONG LOVES in RELAXING BOY
12.     the BEAR PLAYED some DANGEROUS DRINKS
13.     the GIRLFRIEND OWNS the AUDIENCE and BOSS
14.     a FAR HAT BOUGHT CHILDREN  
15.     the BIG SON DROVE many STORIES
16.     the LADY CRIED the FAMOUS CLASS
17.     the TRIP TRAVELED SOME ROOM 
18.     the YOUNGEST DANCE SEEMED SCARY 
19.     the INTERESTING FOOD is STRAIGHT WELL
20.     the FRUIT LEARNED FIVE WRITERS 
21.     the CUTE PROFESSOR was CITY and SUMMER
22.     the PERFORMER WATCHED PRETTY TALENTED 
23.     the LAWYER ENJOYED USUALLY TOGETHER 
24.     that EARTH CHILD WENT SPOILED 
25.     she HATES the SCIENCE FAST and ALWAYS
List 10
1.        the BIG STRANGER INTERESTED his INSTRUCTOR
2.        the COURSES OFFER THIRSTY FISH 
3.        the BEST PASTA DRANK NOISY 
4.        the GRANDMA SELLS DELICIOUS COLLEGES 
5.        her BIRD and GIRL READ the BEAR
6.        the LAST GRANDPA ATTRACTS the EGGS
7.        the CAMPERS SEEMED EMPTY and SOFT
8.        the THREE BRUSHES SHARED NEWSPAPER 
9.        the RUDE student SWIMS the YOUNG FRIEND
10.     my WHITE EXAM was CHRISTMAS and LONELY
11.     the FINAL CHEF was SCARED too BAD
12.     the SISTERS PLAYED THIN MARKET 
13.     the TIRED STATION COOKS for her CLOTHES
14.     the PAINTER CUT MILK EVERY day
15.     the BORING GRANDMOTHER LAYS UNHAPPY 
16.     the MEAN ROOM CRIED BOYFRIEND 
17.     the KIDS VISITED the ANGRY ATTENTION
18.     the CLASS TOOK ART FOOD 
19.     these BOOKS FELT with my TINY SON
20.     the BOILED GROUP USED in the CAT
21.     her MOTHER SMELLS QUICKLY to the TEACHER
22.     the MANY TRAVELERS GAVE ONION 
23.     my BAGS HELPED the LAKE EARLY
24.     the NICE SHOW is NEVER TROUBLED
25.     the CHILD ARRIVED MUSEUM at her DUCK

List 11
1.        the WINDOWS LEARNED in BROWN SECRETARY
2.        the MEAL PLANNED TWENTY KIDS 
3.        that COOL ROOM DRINKS HERE 
4.        a DANGEROUS BIRD was REALLY ORANGE
5.        the TWO GLOVES had their ENGLISH HORSE
6.        the CHICKEN MOVIE CLIMBED the SON
7.        the GROCERY PERSON NEEDS FARM 
8.        the CAKE BIT in the BETTER SOUP
9.        the DIFFICULT JUICE was the BIRTHDAY TEST
10.     the TASTY NIGHT was THREE and DARK
11.     the TROUBLED GRADE is SENT EASILY
12.     a RADIO FEELS PROFESSOR LOUDLY 
13.     the SMALL TEA SELLS over an APARTMENT
14.     our HOMEWORK BUYS MORE SKY 
15.     our RABBIT STARTED SICK CUSTOMERS 
16.     a COMFORTABLE BOYFRIEND COVERED the COUSINS
17.     the SNAKE PLAYED the UNFAIR WEDDING
18.     they HATE GREEN MINUTES on the CARD
19.     the MATH STORE was ALWAYS RELAXING
20.     the SISTER and CLOUD SCREAMED their MOTHER
21.     the MEETING LIVES LATE on the FENCE
22.     the WHITE MONEY GAVE KITTEN 
23.     his SNOWMAN STOLE SPANISH DAILY 
24.     the LITTLE GIRLFRIEND STARTS in that MUSIC
25.     the PARK did FAST BLACK FOOD 

List 12
1.        a WIND CAME DOWN the GIFTS
2.        the SCHOOL BAG had the DRY BROTHER
3.        the NICE GOAT DRIED GREAT 
4.        this DINNER FAILED the CITY STORY
5.        the TERRIBLE CUSTOMER ROLLED every MOTHER
6.        the POTATOES TOOK CUTE CARROTS 
7.        the MANY CHILDREN RECEIVED KITCHEN 
8.        her DOCTOR and AIRPLANE PICKS BALL
9.        the HAPPY STREETS HELPED QUIETLY 
10.     the BEDROOM LEAVES CHEWED the SISTER
11.     a LARGE HAIR was HONEST and UPSET
12.     my YOUNGEST FARMER was ALWAYS CURLY
13.     her LOVING FLOWERS LAUGH in a MAP
14.     the YEAR LOVES for those STRONG RATS
15.     the GIRL TASTES SICK SON 
16.     the BUSY STAIN WAITS BUSINESS 
17.     they WASHED and BOUGHT my LOUD HILL
18.     the RUG GROWS the FAT PATIENT
19.     the PRETTY SKY is ANGRY and EXPENSIVE
20.     the YELLOW PLANTS COOLED in the SHOPPER
21.     her ROADS BOILED QUICKLY at the PICTURE
22.     she RAN the INTERNATIONAL UNCLE the CARROTS
23.     the CHEF SHOWS DARK BUNNY 
24.     the ANSWER FLEW in the BLUE ANIMALS
25.     the AIR EATS THINGS through the SHOES
List 13
1.        another PASTA MADE AROUND a DATE
2.        her VEGETABLES PRACTICED HIGH GARBAGE 
3.        their FUN TRUTH LISTENS FIRST 
4.        the NIGHT ENDED the TRAIN FRIEND
5.        her PERSON LOOKED FAVORITE and BAD
6.        the UNDERGROUND CLOTHES FLY the PARTY
7.        their PANTS WATCHED BOSS with the DOOR
8.        the FRIENDLY CHILDREN BOILED CAMPUS 
9.        the RUINED and SAD MEAL is DIFFICULT
10.     her HOT MUSIC is THREE and WOODEN
11.     the VOICE ATTRACTS on the ROMANTIC KEY
12.     a METAL PEPPER was USUALLY SPORTS
13.     the STATION TELLS to TERRIBLE HOURS
14.     this GREEN GIRL VISITED at NOISE
15.     a DOG LASTED OLD MOVIES 
16.     our CLASSICAL FLIES WERE LONELY 
17.     the FLAGS LOVE the LOST TEAM
18.     the TENNIS MACHINE was BROWN and UNHAPPY
19.     the FAMILY ASSIGNED for the LOUD CHAIR
20.     those STUDENTS OPENED DIRTY and MANY
21.     the SHOW NEEDS EARLY TODAY 
22.     a WHITE PROJECT SOUNDS the PETS
23.     the ARTIST WALKED in GOOD BOYFRIEND
24.     the KITTEN SAT STORES and WATER
25.     the MUSEUMS SELL PROUD SALT  
List 14
1.        the CHICKEN STUDIES ABOVE the JOKES
2.        they WROTE CAKE in the GREEN POLICE
3.        the CLUB RABBITS LOOK FRIED 
4.        her DOG SERVES me the PEACEFUL GRANDPARENTS
5.        the HEALTHY STREET is FOREIGN SISTERS
6.        the HOME DREAMED in the CLEAN CLOTHING
7.        the FOUR PARENTS BAKED BOSS 
8.        the PERSON STOPPED SLOW DAUGHTER 
9.        a NEW THIN DOOR is YOUNGEST
10.     my SMALL LIFE was FISH and LITTLE
11.     the FAMILY CHASED BIRTHDAY NOVEL 
12.     the HAPPY STORE is SUDDENLY LONG
13.     the COUPLE BOUGHT BOOK and STUDENT
14.     the SAD TREE ATE from my MAN
15.     the AUTHOR PLAYED QUIET GIRL 
16.     a LONELY HOUSE had ANGRY YESTERDAY
17.     a ROOM WATCHED the TIRED RESTAURANT
18.     the TWIN VISITORS TRUST at the LADY
19.     the LARGE SPORTS SOLD MONKEY 
20.     their PROBLEMS and DINNER HUNG the DRINKS
21.     that CHILD LIVES her MEMBERS TODAY
22.     a HELPFUL MOVIE EXPECTED the PLANTS
23.     the PICTURE TELLS the MANY COUSIN
24.     the HORRIBLE COMPUTER was BUSY and TALL
25.     the MARKET SWINGS REALLY of the DRIVER
List 15
1.        the WEEK FELL DURING their ACTOR
2.        the BIRTHDAY DESSERT SHINES the SOUP
3.        the SALTY MOUSE CARRIED WARM 
4.        they GAVE the ITALIAN THEATER and PROJECT
5.        a FOOTBALL LUNCH CHASED the SHIRT
6.        the KIDS ROASTED FOUR FANS 
7.        the FAST HELP LIKES AUNT 
8.        that LAWYER ENDED SMALL DOGS 
9.        the STRESSFUL CLOTHES are the FRENCH BAR
10.     the NICE TABLE is VEGETABLE and GIANT
11.     the FOOD CELEBRATED on the CHEAP PAN
12.     the FAVORITE HUSBAND was REALLY FARM
13.     the LITTLE BREAK BUYS off the GIFTS
14.     a BROWN HOMEWORK was SMOKED in BOY
15.     the OLD BALL was SOFT and POPULAR
16.     their CHILD SANG GREEN WAITRESS 
17.     the TOWN WATCHED her PREGNANT BAGS
18.     the ANGRY CHOCOLATE COMPLETED at the KITTEN
19.     those HOLES VISITED LOUDLY in a FAMILY
20.     the TIRED HOLIDAY LOOKED in WOMAN
21.     that FOREST NEEDS RESTAURANT TODAY 
22.     the HEALTHY TIME LOVED VACATION 
23.     they DIG SIX GAMES on the SUN
24.     the UNHAPPY MEAT was LONG DAILY
25.     the TEACHER WENT DIRTY FRIENDS  
List 16
1.        the PICTURE RECEIVED for YELLOW OCEAN
2.        our PRIEST SCREAMED TROPICAL BUSINESS 
3.        the USEFUL LUNCH DESTROYED FRIENDLY 
4.        the MANY ROOM ATE around the AUNT
5.        the QUIET WAITER CAME the TEAM
6.        the PEPPERS CHEERED WORLD PERFECTLY 
7.        the RELIGIOUS WEATHER GREW ARTIST 
8.        the RATS SEEMED the TEN COUSINS
9.        the FOUR SONGS are SICK PLATES
10.     he TOOK VERY in the UGLY GOD
11.     the BEAUTIFUL PATIENT was COLORFUL and STORMY
12.     the TOY FOREST was QUICKLY BAD
13.     the SMALL HOME LOVES in my FISH
14.     the CARS WORKED HOT CLASS 
15.     a CALM PIE NEEDS for FLOWERS
16.     the NEWS BELIEVES STILL BANANAS 
17.     the MATH SON BAKES SUDDENLY 
18.     the BIG CHILDREN were EXCITED and GLASS
19.     the DISH TRAVELED CLEAN MONEY 
20.     the CATHOLIC KITCHEN BROKE many SISTERS
21.     her SUPPORT has WARM and WEEKLY TALKING
22.     the GARDENER LOOKED ALWAYS CROWDED 
23.     the LITTLE TREES had CHERRY COUPLE
24.     their PERFORMER SANG ADULTS LOUDLY 
25.     the SWEET MONKEY WANTS GLASSES 
List 17
1.        the HAT HEARD ACROSS the VEGETABLES
2.        the CLASS FELL DEDICATED GARDEN 
3.        the HOT HOLE SPEAKS MORE 
4.        the SUPERMARKET GAVE UGLY STAGE 
5.        the TALENTED SALAD SAT the COUPLE
6.        the CHICKEN PRESIDENT is BROKEN and DIFFERENT
7.        the TEN NURSES CAME up the MOVIE
8.        the LAZY MOUNTAIN READS LANGUAGES 
9.        a DIVORCED PINK SPEECH was HUGE
10.     the FAT FRIENDS were DIFFICULT and FUNNY
11.     the SANDWICH DREW the TWO SCHOOLS
12.     the SWEET GROUP is VERY SLOW
13.     a STRANGE FATHER SEEMED with the CHEESE
14.     the LESSON SAW at the MANY PATIENTS
15.     the PICTURE GREW BLUE MUSIC 
16.     the TELEVISION TABLE TASTED TOMORROW 
17.     she WARMED ENGLISH POPULAR BOOKS 
18.     the CARS HELP FOREIGN ACTOR 
19.     the ARTIST HIKED in the DEEP DAUGHTER
20.     the GIFTS and COMPANY FOUND that POOL
21.     the SMART BREAD OPENS the PIG
22.     the TASTY TEACHERS NEED in WOMAN
23.     the YOUNG SUN is COMPLETELY GREEN
24.     the SHORT GOAT BUYS SHOW 
25.     the MOUSE WALKED TOO BAKED  
List 18
1.        the ONLY ARM is LOUD and FAR
2.        the WAITERS LASTED TWO KEYS 
3.        the ITALIAN MEAL ASKS RIGHT 
4.        my LIGHTNING TRAVELED on our THIRTY CLUBS
5.        our ENGLISH MEAT ASSIGNS many CATS
6.        the HELP PRACTICES BROKEN CORN 
7.        the PINK LEG was ALWAYS OLD
8.        the GREAT LADY SAVES BAND 
9.        our FAITHFUL APPLE and BREAKFAST were HAPPY
10.     the BOX ENDED the CROWDED FARMER
11.     the MANY BOOKS never JOINED DOCTOR
12.     the ORANGE CITY WROTE in the GAME
13.     a WARM DAUGHTER WON for DESSERT
14.     a PLAYER MADE KIND BUTCHER 
15.     the FAR SHIRT FELL GARAGE 
16.     the HOMEWORK SERVED the AMAZING AUTHOR
17.     her SMALL FLOOR CUT the NOISE
18.     the VISITOR DISAPPEARED for the BUSY PROFESSOR
19.     the RAIN was BEST and TOO CURIOUS
20.     the PERFECT SOCCER PHONE is the BUTTONS
21.     the COFFEE WEEKS TASTED AWARD 
22.     the LIVES DRINK in SICK MILK
23.     the EXPENSIVE HUSBAND GIVES the MARKET
24.     the HOTEL SELLS to the WOOD ADVICE
25.     a HARDWORKING CAKE had no SPICY NEIGHBOR
List 19
1.        the INTERESTING CUP was SMALL and FRIENDLY
2.        the SEA EATS THEIR ARTIST 
3.        the PLASTIC BIRD LISTENED FIRST 
4.        the GIFT FLEW every SHY BED
5.        the QUIET BOAT MADE PEACEFULLY 
6.        the GOLD QUESTION HUGS our GAME
7.        a BUSINESS FIT WELL for the FRENCH
8.        the JAZZ CHILDREN TELL CARROTS 
9.        the TALL PET and APPLE are NEW
10.     the FUN COUPLE were CHEAP and BORED
11.     her STORIES WORK PRETTY PUPPY 
12.     the EXPENSIVE STUDENT is TOO DRY
13.     the GREAT PHONE went DOWN the CHAIRS
14.     the SAME FAMILY LOST to FINGER
15.     my DAY LOOKED RED NURSES 
16.     the DAILY CONFUSING RING is not HUNGRY
17.     my JEANS WALKED the OFFICE NEIGHBORS
18.     the BLUE RABBIT SANG TWINS 
19.     their SINGER RANG on the DIFFICULT GRANDFATHER
20.     the RICE and EVERYONE PAID LIGHT
21.     a SONG SLEPT AWAY the WOMAN
22.     that WOODEN BROTHER RECEIVED HARD 
23.     the BABY STUDIES OVER the RIVER
24.     the PLATE JOINED the MUSIC OFTEN
25.     the NEWSPAPER SOUNDED BEANS and ITALIAN 
List 20
1.        my DENTIST BROKE ABOUT the CHILDREN
2.        that FOREST KNOWS the RED GOALS
3.        the FIVE GRANDPARENTS BOUGHT the MUSIC
4.        a LEFT PIG was BIG and SHY
5.        the RICH ARTIST HURT FALL 
6.        our AUNT DREW the WAR SOON
7.        the LITTLE PEOPLE RAISED new BALL
8.        the SOCCER HAND was LONG and CRAZY
9.        the TOYS CELEBRATED SCARED RABBIT
10.     the SOFT COLOR is TOO FUN
11.     the THIRSTY DAY CHOOSES in the WORKER
12.     the HOLE SPEAKS his OLDEST GUEST
13.     my GRAPES are YELLOW and QUITE DIFFICULT
14.     the TEACHER PLEASED LAKE in the MOUSE
15.     the WATER CUT through the HELPFUL NEWS
16.     the LEAVES END TOOLS TOGETHER 
17.     he PLAYS the SPEECH WITH the HOLIDAY
18.     the LAST PLAYER DRANK EVERYONE 
19.     the DEEP PAPER STAYED QUIETLY 
20.     my UNCLE KICKED HORRIBLE RULES 
21.     the BORING KNIFE UPSET their STEAK
22.     his MEAN DAUGHTER CLEANED on FAMILIES
23.     the TASTY TEAM will CHANGE EASILY
24.     a FUNNY HOUSE RUNS with the MOVIE
25.     the COLD NANNY SCORED the QUESTIONS 
